1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8237;Freudenstadt;LK;312;267;126;40.4;0;0;94;30.1;88;82;6;41;46.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8311;Freiburg im Breisgau;SK;4,199;1,845;890;21.2;0;0;449;10.7;367;330;37;154;42
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8315;Breisgau-Hochschwarzwald;LK;2,074;796;455;21.9;0;0;282;13.6;178;160;18;92;51.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8316;Emmendingen;LK;1,161;711;206;17.7;0;0;269;23.2;143;133;10;55;38.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8317;Ortenaukreis;LK;4,372;1,033;799;18.3;0;0;718;16.4;482;416;66;241;50
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8325;Rottweil;LK;389;281;115;29.6;0;0;119;30.6;89;83;6;52;58.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8326;Schwarzwald-Baar-Kreis;LK;923;439;252;27.3;0;0;239;25.9;163;151;12;95;58.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8327;Tuttlingen;LK;528;382;133;25.2;0;0;167;31.6;113;101;12;53;46.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8335;Konstanz;LK;2,056;729;369;17.9;0;0;369;17.9;294;253;41;140;47.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8336;Lörrach;LK;1,798;790;379;21.1;0;0;370;20.6;258;238;20;133;51.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8337;Waldshut;LK;600;355;158;26.3;0;0;116;19.3;102;91;11;50;49
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8415;Reutlingen;LK;1,449;510;372;25.7;0;0;399;27.5;282;252;30;149;52.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8416;Tübingen;LK;1,060;472;303;28.6;0;0;307;29;166;147;19;85;51.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8417;Zollernalbkreis;LK;561;299;182;32.4;0;0;137;24.4;121;108;13;62;51.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8421;Ulm;SK;1,129;911;264;23.4;0;0;167;14.8;144;129;15;87;60.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8425;Alb-Donau-Kreis;LK;685;354;170;24.8;0;0;89;13;108;102;6;68;63
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8426;Biberach;LK;876;446;180;20.5;0;0;146;16.7;117;104;13;62;53
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8435;Bodenseekreis;LK;970;455;179;18.5;0;0;163;16.8;120;108;12;51;42.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8436;Ravensburg;LK;1,199;426;281;23.4;0;0;228;19;174;161;13;74;42.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;8437;Sigmaringen;LK;623;478;157;25.2;0;0;123;19.7;101;94;7;61;60.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9161;Ingolstadt;KfS;1,304;976;224;17.2;0;0;319;24.5;248;218;30;145;58.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9162;München;KfS;10,294;703;1,820;17.7;0;0;2,342;22.8;1,702;1,434;268;1,093;64.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9163;Rosenheim;KfS;640;1,021;169;26.4;0;0;123;19.2;82;70;12;39;47.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9171;Altötting;LK;343;313;53;15.5;0;0;47;13.7;65;57;8;38;58.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9172;Berchtesgadener Land;LK;292;279;52;17.8;0;0;38;13;50;44;6;32;64
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9173;Bad Tölz-Wolfratshausen;LK;298;237;79;26.5;0;0;39;13.1;52;47;5;22;42.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9174;Dachau;LK;523;347;119;22.8;0;0;111;21.2;85;78;7;50;58.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9175;Ebersberg;LK;608;437;126;20.7;0;0;106;17.4;77;64;13;50;64.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9176;Eichstätt;LK;341;261;69;20.2;0;0;67;19.6;76;73;3;44;57.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9177;Erding;LK;579;428;81;14;0;0;86;14.9;79;72;7;56;70.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9178;Freising;LK;844;480;146;17.3;0;0;136;16.1;140;130;10;96;68.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9179;Fürstenfeldbruck;LK;1,015;468;142;14;0;0;145;14.3;114;100;14;68;59.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9180;Garmisch-Partenkirchen;LK;277;315;53;19.1;0;0;58;20.9;47;40;7;32;68.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9181;Landsberg am Lech;LK;376;317;80;21.3;0;0;102;27.1;79;75;4;27;34.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9182;Miesbach;LK;290;293;55;19;0;0;61;21;67;59;8;34;50.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9183;Mühldorf a.Inn;LK;337;298;64;19;0;0;40;11.9;43;41;2;29;67.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9184;München;LK;1,788;521;345;19.3;0;0;388;21.7;308;261;47;189;61.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9185;Neuburg-Schrobenhausen;LK;353;369;63;17.8;0;0;81;22.9;53;48;5;29;54.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9186;Pfaffenhofen a.d.Ilm;LK;357;285;86;24.1;0;0;60;16.8;69;62;7;47;68.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9187;Rosenheim;LK;811;315;212;26.1;0;0;142;17.5;103;92;11;60;58.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9188;Starnberg;LK;415;308;88;21.2;0;0;63;15.2;79;69;10;54;68.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9189;Traunstein;LK;408;233;79;19.4;0;0;96;23.5;85;71;14;37;43.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9190;Weilheim-Schongau;LK;369;276;97;26.3;0;0;110;29.8;51;44;7;24;47.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9261;Landshut;KfS;556;794;81;14.6;0;0;82;14.7;58;51;7;19;32.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9262;Passau;KfS;295;578;75;25.4;0;0;60;20.3;56;54;2;31;55.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9263;Straubing;KfS;395;838;85;21.5;0;0;127;32.2;81;73;8;36;44.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9271;Deggendorf;LK;465;395;130;28;0;0;136;29.2;80;70;10;48;60
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9272;Freyung-Grafenau;LK;96;123;29;30.2;0;0;34;35.4;34;30;4;18;52.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9273;Kelheim;LK;358;298;92;25.7;0;0;77;21.5;99;96;3;47;47.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9274;Landshut;LK;423;272;123;29.1;0;0;70;16.5;79;74;5;56;70.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9275;Passau;LK;393;208;94;23.9;0;0;60;15.3;67;63;4;34;50.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9276;Regen;LK;113;146;22;19.5;0;0;30;26.5;28;24;4;7;25
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9277;Rottal-Inn;LK;293;245;88;30;0;0;69;23.5;71;63;8;41;57.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9278;Straubing-Bogen;LK;204;206;52;25.5;0;0;54;26.5;43;40;3;24;55.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9279;Dingolfing-Landau;LK;421;443;94;22.3;0;0;112;26.6;60;58;2;36;60
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9361;Amberg;KfS;166;392;36;21.7;0;0;24;14.5;31;29;2;8;25.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9362;Regensburg;KfS;2,103;1,415;533;25.3;0;0;466;22.2;285;239;46;132;46.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9363;Weiden i.d.OPf.;KfS;194;457;40;20.6;0;0;51;26.3;55;45;10;25;45.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9371;Amberg-Sulzbach;LK;199;193;70;35.2;0;0;47;23.6;52;49;3;27;51.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9372;Cham;LK;287;226;83;28.9;0;0;84;29.3;65;52;13;26;40
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9373;Neumarkt i.d.OPf.;LK;360;273;79;21.9;0;0;70;19.4;79;74;5;42;53.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9374;Neustadt a.d.Waldnaab;LK;219;232;68;31.1;0;0;63;28.8;69;60;9;44;63.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9375;Regensburg;LK;564;296;143;25.4;0;0;130;23;95;88;7;45;47.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9376;Schwandorf;LK;579;398;155;26.8;0;0;155;26.8;84;78;6;31;36.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9377;Tirschenreuth;LK;150;206;42;28;0;0;50;33.3;40;34;6;27;67.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9461;Bamberg;KfS;820;1,083;123;15;0;0;232;28.3;149;130;19;107;71.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9462;Bayreuth;KfS;593;812;97;16.4;0;0;117;19.7;106;97;9;54;50.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9463;Coburg;KfS;229;558;64;27.9;0;0;57;24.9;47;44;3;19;40.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9464;Hof;KfS;205;454;44;21.5;0;0;69;33.7;70;60;10;46;65.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9471;Bamberg;LK;364;249;105;28.8;0;0;95;26.1;97;79;18;50;51.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9472;Bayreuth;LK;227;219;62;27.3;0;0;75;33;68;66;2;43;63.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9473;Coburg;LK;184;212;52;28.3;0;0;79;42.9;51;46;5;9;17.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9474;Forchheim;LK;251;218;55;21.9;0;0;58;23.1;63;57;6;41;65.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9475;Hof;LK;266;277;96;36.1;0;0;65;24.4;76;66;10;41;53.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9476;Kronach;LK;127;188;27;21.3;0;0;68;53.5;47;39;8;25;53.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9477;Kulmbach;LK;125;174;32;25.6;0;0;37;29.6;43;36;7;19;44.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9478;Lichtenfels;LK;160;240;42;26.3;0;0;55;34.4;43;38;5;24;55.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9479;Wunsiedel i.Fichtelgebirge;LK;231;315;67;29;0;0;74;32;77;70;7;56;72.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9561;Ansbach;KfS;275;662;73;26.5;0;0;82;29.8;76;65;11;33;43.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9562;Erlangen;KfS;821;745;134;16.3;0;0;131;16;128;114;14;70;54.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9563;Fürth;KfS;766;611;214;27.9;0;0;152;19.8;143;129;14;72;50.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9564;Nürnberg;KfS;5,322;1,040;1,224;23;0;0;1,095;20.6;749;628;121;412;55
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9565;Schwabach;KfS;176;432;31;17.6;0;0;22;12.5;28;24;4;9;32.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9571;Ansbach;LK;435;239;119;27.4;0;0;106;24.4;92;82;10;59;64.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9572;Erlangen-Höchstadt;LK;387;287;78;20.2;0;0;81;20.9;66;63;3;30;45.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9573;Fürth;LK;330;285;93;28.2;0;0;115;34.8;59;51;8;33;55.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9574;Nürnberger Land;LK;618;366;195;31.6;0;0;117;18.9;127;113;14;70;55.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;196;197;57;29.1;0;0;85;43.4;69;66;3;43;62.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9576;Roth;LK;354;282;98;27.7;0;0;113;31.9;80;74;6;43;53.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9577;Weißenburg-Gunzenhausen;LK;217;231;70;32.3;0;0;86;39.6;80;70;10;40;50
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9661;Aschaffenburg;KfS;486;702;105;21.6;0;0;126;25.9;113;95;18;64;56.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9662;Schweinfurt;KfS;729;1,383;266;36.5;0;0;421;57.8;92;82;10;53;57.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9663;Würzburg;KfS;761;604;151;19.8;0;0;184;24.2;165;148;17;84;50.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9671;Aschaffenburg;LK;495;285;107;21.6;0;0;163;32.9;127;117;10;79;62.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9672;Bad Kissingen;LK;216;210;54;25;0;0;40;18.5;48;39;9;11;22.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9673;Rhön-Grabfeld;LK;143;179;30;21;0;0;52;36.4;41;38;3;8;19.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9674;Haßberge;LK;181;215;46;25.4;0;0;42;23.2;41;39;2;14;34.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9675;Kitzingen;LK;369;411;118;32;0;0;117;31.7;69;63;6;36;52.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9676;Miltenberg;LK;330;257;67;20.3;0;0;87;26.4;63;55;8;28;44.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9677;Main-Spessart;LK;226;179;54;23.9;0;0;53;23.5;62;48;14;24;38.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9678;Schweinfurt;LK;220;192;65;29.5;0;0;71;32.3;35;34;1;18;51.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9679;Würzburg;LK;298;185;82;27.5;0;0;79;26.5;66;57;9;32;48.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9761;Augsburg;KfS;2,016;696;338;16.8;0;0;325;16.1;297;253;44;142;47.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9762;Kaufbeuren;KfS;179;415;28;15.6;0;0;38;21.2;32;26;6;7;21.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9763;Kempten (Allgäu);KfS;355;526;93;26.2;0;0;122;34.4;67;58;9;27;40.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9764;Memmingen;KfS;246;568;28;11.4;0;0;31;12.6;45;42;3;20;44.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9771;Aichach-Friedberg;LK;409;311;92;22.5;0;0;42;10.3;47;46;1;32;68.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9772;Augsburg;LK;788;318;173;22;0;0;118;15;136;123;13;66;48.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9773;Dillingen a.d.Donau;LK;212;224;46;21.7;0;0;39;18.4;52;48;4;23;44.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9774;Günzburg;LK;404;327;85;21;0;0;82;20.3;85;76;9;38;44.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9775;Neu-Ulm;LK;619;362;155;25;0;0;124;20;134;119;15;67;50
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9776;Lindau (Bodensee);LK;241;298;36;14.9;0;0;38;15.8;45;42;3;16;35.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9777;Ostallgäu;LK;296;214;65;22;0;0;61;20.6;70;62;8;34;48.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9778;Unterallgäu;LK;267;189;60;22.5;0;0;40;15;44;36;8;19;43.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9779;Donau-Ries;LK;333;252;76;22.8;0;0;92;27.6;79;73;6;43;54.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;9780;Oberallgäu;LK;392;255;90;23;0;0;137;34.9;91;84;7;48;52.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10041;Regionalverband Saarbrücken;RV;3,656;1,109;1,130;30.9;0;0;711;19.4;661;526;135;338;51.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10042;Merzig-Wadern;LK;528;508;148;28;0;0;105;19.9;97;81;16;31;32
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10043;Neunkirchen;LK;1,069;798;370;34.6;0;0;269;25.2;228;186;42;80;35.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10044;Saarlouis;LK;1,594;811;441;27.7;0;0;285;17.9;229;181;48;92;40.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10045;Saarpfalz-Kreis;LK;912;633;268;29.4;0;0;140;15.4;136;102;34;66;48.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;10046;St. Wendel;LK;377;426;128;34;0;0;69;18.3;65;51;14;25;38.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;11000;Berlin;KfS;96,956;2,712;17,813;18.4;0;0;8,347;8.6;5,836;5,199;637;3,589;61.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12051;Brandenburg an der Havel;KfS;931;1,299;189;20.3;0;0;187;20.1;144;126;18;49;34
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12052;Cottbus;KfS;2,514;2,504;567;22.6;0;0;302;12;173;150;23;35;20.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12053;Frankfurt (Oder);KfS;1,143;1,964;261;22.8;0;0;157;13.7;127;113;14;78;61.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12054;Potsdam;KfS;3,012;1,753;553;18.4;0;0;599;19.9;267;243;24;103;38.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12060;Barnim;LK;2,190;1,221;546;24.9;0;0;290;13.2;279;243;36;117;41.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12061;Dahme-Spreewald;LK;2,617;1,576;479;18.3;0;0;285;10.9;318;292;26;150;47.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12062;Elbe-Elster;LK;1,494;1,431;379;25.4;0;0;223;14.9;115;103;12;10;8.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12063;Havelland;LK;2,423;1,517;500;20.6;0;0;461;19;215;192;23;89;41.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12064;Märkisch-Oderland;LK;2,876;1,500;586;20.4;0;0;421;14.6;331;285;46;133;40.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12065;Oberhavel;LK;2,902;1,391;546;18.8;0;0;332;11.4;277;259;18;131;47.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12066;Oberspreewald-Lausitz;LK;1,981;1,769;511;25.8;0;0;316;16;216;188;28;53;24.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12067;Oder-Spree;LK;2,819;1,576;591;21;0;0;299;10.6;300;272;28;123;41
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12068;Ostprignitz-Ruppin;LK;1,313;1,321;362;27.6;0;0;232;17.7;190;162;28;66;34.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12069;Potsdam-Mittelmark;LK;2,678;1,262;636;23.7;0;0;559;20.9;268;246;22;158;59
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12070;Prignitz;LK;735;945;190;25.9;0;0;149;20.3;113;100;13;29;25.7
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12071;Spree-Neiße;LK;2,407;2,060;538;22.4;0;0;312;13;198;183;15;60;30.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12072;Teltow-Fläming;LK;2,354;1,429;473;20.1;0;0;360;15.3;359;335;24;168;46.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;12073;Uckermark;LK;1,207;999;253;21;0;0;240;19.9;233;215;18;89;38.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13003;Rostock;KfS;3,003;1,447;449;15;0;0;248;8.3;215;185;30;34;15.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13004;Schwerin;KfS;1,424;1,488;249;17.5;0;0;161;11.3;117;108;9;33;28.2
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13071;Mecklenburgische Seenplatte;LK;2,361;902;384;16.3;0;0;493;20.9;373;332;41;93;24.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13072;Landkreis Rostock;LK;1,860;869;314;16.9;0;0;365;19.6;243;225;18;45;18.5
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13073;Vorpommern-Rügen;LK;2,225;989;291;13.1;0;0;391;17.6;302;256;46;37;12.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13074;Nordwestmecklenburg;LK;1,545;985;220;14.2;0;0;233;15.1;188;162;26;26;13.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13075;Vorpommern-Greifswald;LK;3,373;1,421;452;13.4;0;0;395;11.7;320;283;37;74;23.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;13076;Ludwigslust-Parchim;LK;1,810;852;295;16.3;0;0;367;20.3;261;234;27;55;21.1
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14511;Chemnitz;KfS;6,477;2,629;2,577;39.8;0;0;957;14.8;492;419;73;195;39.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14521;Erzgebirgskreis;LK;1,746;507;610;34.9;0;0;437;25;280;247;33;75;26.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14522;Mittelsachsen;LK;1,784;575;530;29.7;0;0;384;21.5;309;276;33;86;27.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14523;Vogtlandkreis;LK;2,409;1,043;763;31.7;0;0;543;22.5;282;243;39;84;29.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14524;Zwickau;LK;2,090;649;624;29.9;0;0;390;18.7;291;262;29;63;21.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14612;Dresden;KfS;10,723;1,960;2,860;26.7;0;0;1,962;18.3;1,147;983;164;523;45.6
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14625;Bautzen;LK;2,604;855;759;29.1;0;0;533;20.5;322;287;35;83;25.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14626;Görlitz;LK;4,696;1,818;1,472;31.3;0;0;903;19.2;541;485;56;316;58.4
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14627;Meißen;LK;2,779;1,139;620;22.3;0;0;980;35.3;399;368;31;119;29.8
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14628;Sächsische Schweiz-Osterzgebirge;LK;1,699;690;610;35.9;0;0;502;29.5;308;275;33;118;38.3
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14713;Leipzig;KfS;27,328;4,785;5,903;21.6;0;0;2,696;9.9;1,478;1,275;203;457;30.9
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;14729;Leipzig;LK;4,233;1,639;1,046;24.7;0;0;621;14.7;394;349;45;76;19.3
