1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
------;Straftaten insgesamt;3255;Holzminden;LK;3,513;4,913;257;7.3;6;4;2,440;69.5;1,874;1,416;458;366;19.5
------;Straftaten insgesamt;3256;Nienburg (Weser);LK;6,405;5,271;579;9;19;7;3,689;57.6;2,845;2,172;673;578;20.3
------;Straftaten insgesamt;3257;Schaumburg;LK;8,817;5,594;638;7.2;17;11;5,509;62.5;4,157;3,250;907;1,035;24.9
------;Straftaten insgesamt;3351;Celle;LK;10,949;6,138;861;7.9;29;12;7,098;64.8;4,923;3,610;1,313;1,036;21
------;Straftaten insgesamt;3352;Cuxhaven;LK;10,199;5,134;816;8;16;12;6,055;59.4;4,635;3,587;1,048;1,011;21.8
------;Straftaten insgesamt;3353;Harburg;LK;12,957;5,176;910;7;26;24;7,504;57.9;5,838;4,692;1,146;1,786;30.6
------;Straftaten insgesamt;3354;Lüchow-Dannenberg;LK;2,225;4,557;166;7.5;1;9;1,442;64.8;1,179;861;318;151;12.8
------;Straftaten insgesamt;3355;Lüneburg;LK;12,574;6,924;913;7.3;15;15;7,391;58.8;4,950;3,774;1,176;1,095;22.1
------;Straftaten insgesamt;3356;Osterholz;LK;5,374;4,769;470;8.7;9;2;3,359;62.5;2,561;1,991;570;569;22.2
------;Straftaten insgesamt;3357;Rotenburg (Wümme);LK;9,652;5,908;730;7.6;11;12;6,213;64.4;4,820;3,805;1,015;1,192;24.7
------;Straftaten insgesamt;3358;Landkreis Heidekreis;LK;12,440;8,909;990;8;22;33;8,614;69.2;5,787;4,436;1,351;2,055;35.5
------;Straftaten insgesamt;3359;Stade;LK;11,529;5,718;897;7.8;13;17;7,126;61.8;5,005;3,827;1,178;1,321;26.4
------;Straftaten insgesamt;3360;Uelzen;LK;4,973;5,350;359;7.2;4;6;3,127;62.9;2,312;1,796;516;445;19.2
------;Straftaten insgesamt;3361;Verden;LK;8,146;5,997;645;7.9;11;8;5,420;66.5;3,876;2,975;901;1,019;26.3
------;Straftaten insgesamt;3401;Delmenhorst;KfS;6,141;7,971;444;7.2;4;7;3,866;63;2,489;1,912;577;830;33.3
------;Straftaten insgesamt;3402;Emden;KfS;4,235;8,388;267;6.3;4;6;2,469;58.3;1,688;1,259;429;361;21.4
------;Straftaten insgesamt;3403;Oldenburg (Oldenburg);KfS;13,583;8,197;1,056;7.8;9;16;7,602;56;5,075;3,850;1,225;1,394;27.5
------;Straftaten insgesamt;3404;Osnabrück;KfS;17,176;10,469;1,128;6.6;15;11;10,057;58.6;7,193;5,534;1,659;2,484;34.5
------;Straftaten insgesamt;3405;Wilhelmshaven;KfS;10,421;13,676;837;8;12;22;7,348;70.5;3,890;2,853;1,037;713;18.3
------;Straftaten insgesamt;3451;Ammerland;LK;4,818;3,927;338;7;6;12;2,999;62.2;2,454;1,950;504;379;15.4
------;Straftaten insgesamt;3452;Aurich;LK;9,835;5,175;687;7;13;21;6,463;65.7;4,774;3,590;1,184;675;14.1
------;Straftaten insgesamt;3453;Cloppenburg;LK;7,020;4,231;539;7.7;4;7;4,472;63.7;3,380;2,634;746;834;24.7
------;Straftaten insgesamt;3454;Emsland;LK;17,773;5,530;1,231;6.9;18;20;11,010;61.9;7,902;6,307;1,595;2,118;26.8
------;Straftaten insgesamt;3455;Friesland;LK;5,463;5,551;360;6.6;5;5;3,643;66.7;2,642;2,058;584;366;13.9
------;Straftaten insgesamt;3456;Grafschaft Bentheim;LK;8,117;5,978;491;6;9;15;5,216;64.3;4,275;3,536;739;1,870;43.7
------;Straftaten insgesamt;3457;Leer;LK;8,747;5,199;587;6.7;9;11;5,864;67;4,427;3,415;1,012;958;21.6
------;Straftaten insgesamt;3458;Oldenburg;LK;6,409;4,950;469;7.3;12;8;3,913;61.1;3,016;2,404;612;778;25.8
------;Straftaten insgesamt;3459;Osnabrück;LK;16,093;4,536;1,310;8.1;31;25;10,086;62.7;7,874;6,096;1,778;2,460;31.2
------;Straftaten insgesamt;3460;Vechta;LK;6,417;4,594;396;6.2;3;6;3,788;59;3,087;2,451;636;979;31.7
------;Straftaten insgesamt;3461;Wesermarsch;LK;4,489;5,028;262;5.8;7;7;3,123;69.6;2,278;1,762;516;439;19.3
------;Straftaten insgesamt;3462;Wittmund;LK;2,966;5,214;162;5.5;2;5;2,025;68.3;1,576;1,180;396;169;10.7
------;Straftaten insgesamt;4011;Bremen;KfS;68,343;12,081;7,175;10.5;84;35;32,305;47.3;20,931;16,299;4,632;8,904;42.5
------;Straftaten insgesamt;4012;Bremerhaven;KfS;12,647;11,189;1,020;8.1;21;24;6,920;54.7;4,889;3,675;1,214;1,550;31.7
------;Straftaten insgesamt;5111;Düsseldorf;KfS;69,239;11,291;5,526;8;18;6;33,218;48;26,719;19,885;6,834;13,863;51.9
------;Straftaten insgesamt;5112;Duisburg;KfS;49,739;9,951;4,860;9.8;56;41;26,809;53.9;18,300;13,666;4,634;7,359;40.2
------;Straftaten insgesamt;5113;Essen;KfS;55,779;9,566;3,820;6.8;24;15;32,523;58.3;21,918;16,394;5,524;8,645;39.4
------;Straftaten insgesamt;5114;Krefeld;KfS;21,934;9,671;1,555;7.1;10;6;12,874;58.7;9,579;7,078;2,501;3,080;32.2
------;Straftaten insgesamt;5116;Mönchengladbach;KfS;21,546;8,258;1,484;6.9;12;19;11,988;55.6;8,332;6,160;2,172;2,598;31.2
------;Straftaten insgesamt;5117;Mülheim an der Ruhr;KfS;12,243;7,162;996;8.1;4;11;6,683;54.6;4,945;3,705;1,240;1,743;35.2
------;Straftaten insgesamt;5119;Oberhausen;KfS;16,470;7,792;1,095;6.6;3;11;9,328;56.6;7,331;5,461;1,870;2,231;30.4
------;Straftaten insgesamt;5120;Remscheid;KfS;7,180;6,491;528;7.4;9;7;4,438;61.8;3,014;2,263;751;940;31.2
------;Straftaten insgesamt;5122;Solingen;KfS;9,962;6,269;868;8.7;2;5;4,918;49.4;4,065;3,069;996;1,359;33.4
------;Straftaten insgesamt;5124;Wuppertal;KfS;34,691;9,844;3,182;9.2;14;8;17,898;51.6;12,140;9,138;3,002;4,500;37.1
------;Straftaten insgesamt;5154;Kleve;K;20,958;6,753;1,456;6.9;9;5;11,498;54.9;8,989;7,151;1,838;3,750;41.7
------;Straftaten insgesamt;5158;Mettmann;K;29,072;5,997;2,715;9.3;11;20;15,061;51.8;10,962;8,285;2,677;3,254;29.7
------;Straftaten insgesamt;5162;Rhein-Kreis Neuss;K;28,251;6,314;2,734;9.7;15;8;15,124;53.5;10,955;8,321;2,634;3,276;29.9
------;Straftaten insgesamt;5166;Viersen;K;17,940;6,012;1,441;8;8;8;9,733;54.3;7,722;6,022;1,700;2,468;32
------;Straftaten insgesamt;5170;Wesel;K;28,916;6,263;2,529;8.7;9;25;14,624;50.6;10,556;7,996;2,560;2,691;25.5
------;Straftaten insgesamt;5314;Bonn;KfS;30,762;9,550;2,656;8.6;18;5;14,939;48.6;10,707;8,299;2,408;3,728;34.8
------;Straftaten insgesamt;5315;Köln;KfS;136,858;12,720;12,160;8.9;79;32;66,304;48.4;49,481;36,832;12,649;22,752;46
------;Straftaten insgesamt;5316;Leverkusen;KfS;12,570;7,706;1,510;12;6;6;5,894;46.9;4,869;3,690;1,179;1,450;29.8
------;Straftaten insgesamt;5334;Aachen;K;49,142;8,895;4,705;9.6;29;16;25,907;52.7;18,730;14,542;4,188;7,838;41.8
------;Straftaten insgesamt;5358;Düren;K;16,868;6,436;1,694;10;14;13;8,819;52.3;6,565;4,924;1,641;1,851;28.2
------;Straftaten insgesamt;5362;Rhein-Erft-Kreis;K;31,241;6,711;2,922;9.4;30;24;15,270;48.9;12,362;9,407;2,955;4,011;32.4
------;Straftaten insgesamt;5366;Euskirchen;K;10,830;5,664;919;8.5;3;21;6,250;57.7;4,423;3,394;1,029;1,024;23.2
------;Straftaten insgesamt;5370;Heinsberg;K;16,008;6,336;1,317;8.2;14;36;8,670;54.2;5,945;4,557;1,388;1,503;25.3
------;Straftaten insgesamt;5374;Oberbergischer Kreis;K;12,553;4,596;1,018;8.1;15;27;7,463;59.5;5,410;4,165;1,245;1,333;24.6
------;Straftaten insgesamt;5378;Rheinisch-Bergischer Kreis;K;13,573;4,791;1,474;10.9;6;5;6,880;50.7;5,576;4,318;1,258;1,448;26
------;Straftaten insgesamt;5382;Rhein-Sieg-Kreis;K;30,136;5,041;2,577;8.6;12;13;15,502;51.4;11,651;9,030;2,621;3,319;28.5
------;Straftaten insgesamt;5512;Bottrop;KfS;8,404;7,158;941;11.2;6;17;4,135;49.2;3,104;2,368;736;844;27.2
------;Straftaten insgesamt;5513;Gelsenkirchen;KfS;23,387;8,908;1,949;8.3;15;5;12,004;51.3;9,502;7,059;2,443;3,682;38.7
------;Straftaten insgesamt;5515;Münster;KfS;29,475;9,452;2,140;7.3;12;4;14,212;48.2;9,714;7,586;2,128;3,579;36.8
------;Straftaten insgesamt;5554;Borken;K;22,203;6,013;1,511;6.8;22;12;11,024;49.7;8,558;6,872;1,686;2,275;26.6
------;Straftaten insgesamt;5558;Coesfeld;K;11,872;5,421;1,078;9.1;4;4;6,044;50.9;4,391;3,370;1,021;1,232;28.1
------;Straftaten insgesamt;5562;Recklinghausen;K;43,944;7,120;4,243;9.7;32;36;23,282;53;16,737;12,701;4,036;4,765;28.5
------;Straftaten insgesamt;5566;Steinfurt;K;25,650;5,772;1,922;7.5;16;19;13,377;52.2;10,051;7,779;2,272;3,051;30.4
------;Straftaten insgesamt;5570;Warendorf;K;13,248;4,770;1,002;7.6;19;6;6,851;51.7;5,559;4,433;1,126;1,667;30
------;Straftaten insgesamt;5711;Bielefeld;KfS;26,370;7,908;1,951;7.4;9;9;15,434;58.5;10,671;8,227;2,444;4,466;41.9
------;Straftaten insgesamt;5754;Gütersloh;K;17,255;4,769;1,371;7.9;4;9;9,250;53.6;7,359;5,788;1,571;2,918;39.7
------;Straftaten insgesamt;5758;Herford;K;12,423;4,948;871;7;11;10;7,077;57;5,752;4,340;1,412;1,660;28.9
------;Straftaten insgesamt;5762;Höxter;K;6,375;4,494;432;6.8;5;6;3,902;61.2;2,995;2,395;600;731;24.4
------;Straftaten insgesamt;5766;Lippe;K;14,511;4,159;1,272;8.8;16;10;8,444;58.2;6,388;4,914;1,474;1,754;27.5
------;Straftaten insgesamt;5770;Minden-Lübbecke;K;15,207;4,876;1,187;7.8;7;6;7,506;49.4;5,923;4,605;1,318;1,669;28.2
------;Straftaten insgesamt;5774;Paderborn;K;18,322;6,003;1,445;7.9;6;12;10,905;59.5;8,254;6,159;2,095;3,392;41.1
------;Straftaten insgesamt;5911;Bochum;KfS;32,207;8,826;2,631;8.2;22;15;17,872;55.5;12,304;9,326;2,978;3,676;29.9
------;Straftaten insgesamt;5913;Dortmund;KfS;67,291;11,487;5,538;8.2;28;42;38,573;57.3;25,993;20,222;5,771;10,965;42.2
------;Straftaten insgesamt;5914;Hagen;KfS;15,713;8,346;1,494;9.5;5;5;9,343;59.5;6,660;5,108;1,552;2,468;37.1
------;Straftaten insgesamt;5915;Hamm;KfS;14,866;8,279;1,057;7.1;14;3;8,024;54;6,162;4,756;1,406;2,351;38.2
------;Straftaten insgesamt;5916;Herne;KfS;13,197;8,418;1,131;8.6;10;6;7,353;55.7;5,089;3,872;1,217;1,688;33.2
------;Straftaten insgesamt;5954;Ennepe-Ruhr-Kreis;K;22,863;7,027;1,715;7.5;2;7;14,572;63.7;7,342;5,608;1,734;2,009;27.4
------;Straftaten insgesamt;5958;Hochsauerlandkreis;K;12,260;4,675;1,071;8.7;5;10;6,993;57;5,275;4,040;1,235;1,248;23.7
------;Straftaten insgesamt;5962;Märkischer Kreis;K;24,218;5,837;2,481;10.2;14;17;13,339;55.1;9,879;7,600;2,279;2,722;27.6
------;Straftaten insgesamt;5966;Olpe;K;5,987;4,435;418;7;3;0;3,832;64;2,723;2,148;575;836;30.7
------;Straftaten insgesamt;5970;Siegen-Wittgenstein;K;15,926;5,730;1,140;7.2;13;18;10,048;63.1;6,793;5,142;1,651;2,180;32.1
------;Straftaten insgesamt;5974;Soest;K;16,898;5,602;1,172;6.9;6;16;9,616;56.9;6,845;5,341;1,504;1,908;27.9
------;Straftaten insgesamt;5978;Unna;K;25,496;6,473;2,453;9.6;16;17;12,623;49.5;9,940;7,555;2,385;2,735;27.5
------;Straftaten insgesamt;6411;Darmstadt;KfS;12,121;7,699;856;7.1;4;1;7,630;62.9;5,438;4,122;1,316;2,209;40.6
------;Straftaten insgesamt;6412;Frankfurt am Main;KfS;109,458;14,864;7,450;6.8;70;28;70,312;64.2;47,096;34,236;12,860;31,615;67.1
------;Straftaten insgesamt;6413;Offenbach am Main;KfS;11,987;9,621;768;6.4;16;6;8,401;70.1;6,145;4,754;1,391;3,194;52
------;Straftaten insgesamt;6414;Wiesbaden;KfS;23,110;8,324;1,531;6.6;27;17;14,757;63.9;9,434;7,024;2,410;3,697;39.2
------;Straftaten insgesamt;6431;Bergstraße;LK;9,679;3,612;557;5.8;6;5;5,877;60.7;4,740;3,687;1,053;1,658;35
------;Straftaten insgesamt;6432;Darmstadt-Dieburg;LK;9,805;3,327;715;7.3;4;1;5,627;57.4;4,770;3,812;958;1,685;35.3
------;Straftaten insgesamt;6433;Groß-Gerau;LK;11,704;4,350;784;6.7;9;2;7,432;63.5;5,744;4,659;1,085;2,575;44.8
------;Straftaten insgesamt;6434;Hochtaunuskreis;LK;10,590;4,507;1,024;9.7;14;2;6,189;58.4;4,399;3,378;1,021;1,613;36.7
------;Straftaten insgesamt;6435;Main-Kinzig-Kreis;LK;17,635;4,232;1,220;6.9;18;14;11,239;63.7;8,994;6,764;2,230;3,523;39.2
------;Straftaten insgesamt;6436;Main-Taunus-Kreis;LK;10,762;4,566;901;8.4;16;18;6,513;60.5;4,939;3,825;1,114;1,839;37.2
------;Straftaten insgesamt;6437;Odenwaldkreis;LK;2,749;2,850;194;7.1;3;1;1,860;67.7;1,494;1,190;304;457;30.6
------;Straftaten insgesamt;6438;Offenbach;LK;15,509;4,431;1,199;7.7;12;6;9,336;60.2;7,247;5,788;1,459;3,116;43
------;Straftaten insgesamt;6439;Rheingau-Taunus-Kreis;LK;5,903;3,179;444;7.5;6;3;3,601;61;2,776;2,142;634;874;31.5
------;Straftaten insgesamt;6440;Wetteraukreis;LK;11,789;3,879;856;7.3;11;10;6,987;59.3;5,760;4,495;1,265;1,841;32
------;Straftaten insgesamt;6531;Gießen;LK;18,087;6,807;1,128;6.2;16;14;12,811;70.8;10,132;7,225;2,907;5,864;57.9
------;Straftaten insgesamt;6532;Lahn-Dill-Kreis;LK;9,287;3,655;705;7.6;18;9;6,121;65.9;4,880;3,852;1,028;1,523;31.2
------;Straftaten insgesamt;6533;Limburg-Weilburg;LK;7,917;4,600;444;5.6;4;3;5,065;64;3,674;2,913;761;1,184;32.2
------;Straftaten insgesamt;6534;Marburg-Biedenkopf;LK;10,094;4,120;555;5.5;5;13;6,613;65.5;4,772;3,697;1,075;1,367;28.6
------;Straftaten insgesamt;6535;Vogelsbergkreis;LK;3,483;3,263;214;6.1;1;8;2,258;64.8;1,772;1,399;373;391;22.1
------;Straftaten insgesamt;6611;Kassel;KfS;18,382;9,234;1,403;7.6;22;24;11,122;60.5;7,715;5,890;1,825;3,000;38.9
------;Straftaten insgesamt;6631;Fulda;LK;8,845;3,999;622;7;7;15;5,934;67.1;4,410;3,494;916;1,398;31.7
------;Straftaten insgesamt;6632;Hersfeld-Rotenburg;LK;5,506;4,549;375;6.8;4;4;3,637;66.1;2,739;2,143;596;660;24.1
------;Straftaten insgesamt;6633;Kassel;LK;7,138;3,013;581;8.1;11;14;4,129;57.8;3,515;2,764;751;801;22.8
------;Straftaten insgesamt;6634;Schwalm-Eder-Kreis;LK;6,363;3,513;445;7;14;8;4,016;63.1;3,159;2,543;616;745;23.6
------;Straftaten insgesamt;6635;Waldeck-Frankenberg;LK;5,936;3,758;447;7.5;6;5;3,821;64.4;2,562;2,015;547;550;21.5
------;Straftaten insgesamt;6636;Werra-Meißner-Kreis;LK;4,597;4,553;335;7.3;3;4;2,872;62.5;2,001;1,545;456;405;20.2
------;Straftaten insgesamt;7111;Koblenz;KfS;11,264;9,915;699;6.2;12;9;6,223;55.2;4,806;3,634;1,172;1,436;29.9
------;Straftaten insgesamt;7131;Ahrweiler;LK;8,106;6,310;832;10.3;5;6;4,787;59.1;3,693;2,878;815;839;22.7
------;Straftaten insgesamt;7132;Altenkirchen (Westerwald);LK;6,413;4,973;591;9.2;7;9;4,331;67.5;3,142;2,325;817;581;18.5
------;Straftaten insgesamt;7133;Bad Kreuznach;LK;9,501;6,037;904;9.5;6;5;6,518;68.6;4,323;3,280;1,043;1,224;28.3
------;Straftaten insgesamt;7134;Birkenfeld;LK;4,095;5,068;430;10.5;3;6;2,713;66.3;2,094;1,525;569;386;18.4
------;Straftaten insgesamt;7135;Cochem-Zell;LK;3,004;4,856;264;8.8;2;3;1,999;66.5;1,469;1,119;350;267;18.2
------;Straftaten insgesamt;7137;Mayen-Koblenz;LK;10,514;4,937;848;8.1;9;13;6,492;61.7;5,122;3,923;1,199;1,019;19.9
------;Straftaten insgesamt;7138;Neuwied;LK;10,625;5,853;938;8.8;14;13;6,586;62;5,265;3,982;1,283;1,258;23.9
------;Straftaten insgesamt;7140;Rhein-Hunsrück-Kreis;LK;4,831;4,689;376;7.8;4;3;3,066;63.5;2,610;1,992;618;847;32.5
------;Straftaten insgesamt;7141;Rhein-Lahn-Kreis;LK;7,403;6,041;438;5.9;5;12;5,348;72.2;4,372;3,166;1,206;2,019;46.2
------;Straftaten insgesamt;7143;Westerwaldkreis;LK;9,418;4,685;733;7.8;9;9;6,129;65.1;4,597;3,481;1,116;1,077;23.4
------;Straftaten insgesamt;7211;Trier;KfS;12,543;11,391;745;5.9;6;8;8,951;71.4;6,955;5,094;1,861;4,124;59.3
------;Straftaten insgesamt;7231;Bernkastel-Wittlich;LK;5,373;4,797;377;7;3;8;3,760;70;2,836;2,283;553;613;21.6
------;Straftaten insgesamt;7232;Eifelkreis Bitburg-Prüm;LK;4,020;4,101;259;6.4;2;2;2,731;67.9;2,306;1,822;484;902;39.1
------;Straftaten insgesamt;7233;Vulkaneifel;LK;2,991;4,923;276;9.2;2;17;1,979;66.2;1,600;1,224;376;244;15.3
------;Straftaten insgesamt;7235;Trier-Saarburg;LK;6,840;4,627;450;6.6;5;8;4,970;72.7;4,434;3,215;1,219;2,602;58.7
------;Straftaten insgesamt;7311;Frankenthal (Pfalz);KfS;4,090;8,443;302;7.4;3;5;2,517;61.5;1,913;1,409;504;563;29.4
------;Straftaten insgesamt;7312;Kaiserslautern;KfS;12,132;12,217;856;7.1;14;1;8,143;67.1;5,080;3,758;1,322;1,449;28.5
------;Straftaten insgesamt;7313;Landau in der Pfalz;KfS;3,984;8,660;319;8;2;4;2,412;60.5;1,749;1,328;421;432;24.7
------;Straftaten insgesamt;7314;Ludwigshafen am Rhein;KfS;16,117;9,673;1,048;6.5;26;8;10,171;63.1;7,611;5,574;2,037;3,117;41
------;Straftaten insgesamt;7315;Mainz;KfS;18,686;8,751;1,046;5.6;8;6;12,070;64.6;7,926;6,097;1,829;3,162;39.9
------;Straftaten insgesamt;7316;Neustadt an der Weinstraße;KfS;3,777;7,098;275;7.3;6;0;2,432;64.4;1,783;1,352;431;491;27.5
------;Straftaten insgesamt;7317;Pirmasens;KfS;3,851;9,528;225;5.8;8;4;2,716;70.5;1,685;1,253;432;289;17.2
------;Straftaten insgesamt;7318;Speyer;KfS;4,659;9,216;300;6.4;5;28;2,890;62;1,975;1,518;457;719;36.4
------;Straftaten insgesamt;7319;Worms;KfS;6,544;7,923;491;7.5;13;6;3,855;58.9;2,880;2,211;669;1,072;37.2
------;Straftaten insgesamt;7320;Zweibrücken;KfS;2,574;7,476;187;7.3;6;4;1,627;63.2;1,299;952;347;314;24.2
------;Straftaten insgesamt;7331;Alzey-Worms;LK;5,143;4,012;390;7.6;9;7;3,051;59.3;2,344;1,821;523;575;24.5
------;Straftaten insgesamt;7332;Bad Dürkheim;LK;6,702;5,041;483;7.2;5;4;4,147;61.9;3,058;2,320;738;690;22.6
------;Straftaten insgesamt;7333;Donnersbergkreis;LK;3,511;4,669;285;8.1;2;7;2,358;67.2;1,747;1,299;448;287;16.4
------;Straftaten insgesamt;7334;Germersheim;LK;6,703;5,228;562;8.4;9;4;4,334;64.7;3,234;2,471;763;919;28.4
------;Straftaten insgesamt;7335;Kaiserslautern;LK;4,978;4,718;397;8;4;7;3,208;64.4;2,485;1,860;625;690;27.8
------;Straftaten insgesamt;7336;Kusel;LK;3,868;5,456;221;5.7;5;3;2,754;71.2;2,304;1,671;633;1,121;48.7
------;Straftaten insgesamt;7337;Südliche Weinstraße;LK;4,952;4,466;401;8.1;3;9;3,184;64.3;2,511;1,926;585;542;21.6
------;Straftaten insgesamt;7338;Rhein-Pfalz-Kreis;LK;6,780;4,430;612;9;12;11;3,984;58.8;3,182;2,465;717;882;27.7
------;Straftaten insgesamt;7339;Mainz-Bingen;LK;11,530;5,512;667;5.8;7;10;7,732;67.1;5,988;4,459;1,529;2,897;48.4
------;Straftaten insgesamt;7340;Südwestpfalz;LK;2,872;2,993;203;7.1;2;7;1,767;61.5;1,494;1,118;376;209;14
------;Straftaten insgesamt;8111;Stuttgart;SK;54,255;8,639;3,291;6.1;20;31;34,901;64.3;25,047;19,425;5,622;12,143;48.5
------;Straftaten insgesamt;8115;Böblingen;LK;16,276;4,218;976;6;10;20;10,218;62.8;7,809;5,997;1,812;3,215;41.2
------;Straftaten insgesamt;8116;Esslingen;LK;24,751;4,681;1,641;6.6;7;9;15,209;61.4;12,637;9,500;3,137;6,262;49.6
------;Straftaten insgesamt;8117;Göppingen;LK;9,584;3,764;556;5.8;6;4;6,051;63.1;4,523;3,460;1,063;1,702;37.6
------;Straftaten insgesamt;8118;Ludwigsburg;LK;21,945;4,080;1,371;6.2;13;29;13,682;62.3;10,482;8,104;2,378;4,233;40.4
------;Straftaten insgesamt;8119;Rems-Murr-Kreis;LK;18,492;4,375;1,242;6.7;15;18;11,179;60.5;8,307;6,389;1,918;3,200;38.5
------;Straftaten insgesamt;8121;Heilbronn;SK;8,439;6,818;355;4.2;3;4;5,328;63.1;4,127;3,163;964;1,903;46.1
------;Straftaten insgesamt;8125;Heilbronn;LK;10,713;3,174;655;6.1;4;10;6,176;57.6;4,917;3,916;1,001;1,668;33.9
------;Straftaten insgesamt;8126;Hohenlohekreis;LK;4,085;3,691;255;6.2;3;13;2,664;65.2;1,836;1,439;397;539;29.4
------;Straftaten insgesamt;8127;Schwäbisch Hall;LK;6,656;3,449;336;5;2;9;4,286;64.4;3,159;2,447;712;879;27.8
------;Straftaten insgesamt;8128;Main-Tauber-Kreis;LK;5,216;3,943;433;8.3;2;4;3,104;59.5;2,309;1,829;480;644;27.9
------;Straftaten insgesamt;8135;Heidenheim;LK;5,096;3,875;293;5.7;3;3;3,216;63.1;2,496;1,880;616;751;30.1
