1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
****00;Diebstahl insgesamt und zwar:;5966;Olpe;K;1,748;1,297;227;13;0;0;619;35.4;456;329;127;214;46.9
****00;Diebstahl insgesamt und zwar:;5970;Siegen-Wittgenstein;K;5,192;1,868;553;10.7;0;0;2,313;44.5;1,654;1,075;579;746;45.1
****00;Diebstahl insgesamt und zwar:;5974;Soest;K;5,972;1,979;577;9.7;0;0;1,755;29.4;1,424;1,065;359;451;31.7
****00;Diebstahl insgesamt und zwar:;5978;Unna;K;9,121;2,315;1,212;13.3;0;0;1,971;21.6;1,784;1,314;470;610;34.2
****00;Diebstahl insgesamt und zwar:;6411;Darmstadt;KfS;4,450;2,812;502;11.3;0;0;1,750;39.3;1,307;890;417;562;43
****00;Diebstahl insgesamt und zwar:;6412;Frankfurt am Main;KfS;33,325;4,462;3,685;11.1;0;0;9,515;28.6;6,599;4,595;2,004;3,823;57.9
****00;Diebstahl insgesamt und zwar:;6413;Offenbach am Main;KfS;3,677;2,903;639;17.4;0;0;1,350;36.7;959;676;283;527;55
****00;Diebstahl insgesamt und zwar:;6414;Wiesbaden;KfS;7,541;2,706;836;11.1;0;0;2,809;37.2;1,991;1,370;621;905;45.5
****00;Diebstahl insgesamt und zwar:;6431;Bergstraße;LK;3,422;1,273;415;12.1;0;0;1,223;35.7;900;659;241;448;49.8
****00;Diebstahl insgesamt und zwar:;6432;Darmstadt-Dieburg;LK;3,089;1,043;427;13.8;0;0;880;28.5;827;604;223;389;47
****00;Diebstahl insgesamt und zwar:;6433;Groß-Gerau;LK;3,633;1,339;414;11.4;0;0;1,123;30.9;967;753;214;518;53.6
****00;Diebstahl insgesamt und zwar:;6434;Hochtaunuskreis;LK;3,592;1,522;617;17.2;0;0;1,141;31.8;697;527;170;283;40.6
****00;Diebstahl insgesamt und zwar:;6435;Main-Kinzig-Kreis;LK;5,936;1,419;874;14.7;0;0;1,926;32.4;1,543;1,134;409;652;42.3
****00;Diebstahl insgesamt und zwar:;6436;Main-Taunus-Kreis;LK;4,041;1,705;682;16.9;0;0;1,353;33.5;976;702;274;426;43.6
****00;Diebstahl insgesamt und zwar:;6437;Odenwaldkreis;LK;681;705;78;11.5;0;0;298;43.8;275;220;55;118;42.9
****00;Diebstahl insgesamt und zwar:;6438;Offenbach;LK;5,809;1,652;822;14.2;0;0;2,079;35.8;1,193;920;273;558;46.8
****00;Diebstahl insgesamt und zwar:;6439;Rheingau-Taunus-Kreis;LK;1,515;812;233;15.4;0;0;450;29.7;365;269;96;148;40.5
****00;Diebstahl insgesamt und zwar:;6440;Wetteraukreis;LK;3,666;1,201;490;13.4;0;0;1,005;27.4;887;669;218;335;37.8
****00;Diebstahl insgesamt und zwar:;6531;Gießen;LK;4,741;1,775;565;11.9;0;0;1,622;34.2;1,415;1,068;347;735;51.9
****00;Diebstahl insgesamt und zwar:;6532;Lahn-Dill-Kreis;LK;2,627;1,034;335;12.8;0;0;947;36;878;646;232;352;40.1
****00;Diebstahl insgesamt und zwar:;6533;Limburg-Weilburg;LK;2,195;1,276;264;12;0;0;795;36.2;634;475;159;238;37.5
****00;Diebstahl insgesamt und zwar:;6534;Marburg-Biedenkopf;LK;2,960;1,202;310;10.5;0;0;1,161;39.2;951;708;243;351;36.9
****00;Diebstahl insgesamt und zwar:;6535;Vogelsbergkreis;LK;1,061;997;165;15.6;0;0;335;31.6;280;216;64;73;26.1
****00;Diebstahl insgesamt und zwar:;6611;Kassel;KfS;7,723;3,847;953;12.3;0;0;3,076;39.8;1,814;1,204;610;789;43.5
****00;Diebstahl insgesamt und zwar:;6631;Fulda;LK;2,453;1,106;300;12.2;0;0;1,033;42.1;772;542;230;285;36.9
****00;Diebstahl insgesamt und zwar:;6632;Hersfeld-Rotenburg;LK;1,509;1,246;234;15.5;0;0;522;34.6;422;322;100;134;31.8
****00;Diebstahl insgesamt und zwar:;6633;Kassel;LK;2,125;898;312;14.7;0;0;540;25.4;541;393;148;171;31.6
****00;Diebstahl insgesamt und zwar:;6634;Schwalm-Eder-Kreis;LK;1,850;1,023;285;15.4;0;0;674;36.4;572;445;127;152;26.6
****00;Diebstahl insgesamt und zwar:;6635;Waldeck-Frankenberg;LK;1,652;1,051;202;12.2;0;0;525;31.8;479;335;144;135;28.2
****00;Diebstahl insgesamt und zwar:;6636;Werra-Meißner-Kreis;LK;1,317;1,303;155;11.8;0;0;437;33.2;354;260;94;101;28.5
****00;Diebstahl insgesamt und zwar:;7111;Koblenz;KfS;3,401;2,987;369;10.8;0;0;1,170;34.4;1,056;689;367;348;33
****00;Diebstahl insgesamt und zwar:;7131;Ahrweiler;LK;2,000;1,551;299;15;0;0;453;22.7;406;301;105;105;25.9
****00;Diebstahl insgesamt und zwar:;7132;Altenkirchen (Westerwald);LK;1,522;1,182;212;13.9;0;0;606;39.8;528;387;141;153;29
****00;Diebstahl insgesamt und zwar:;7133;Bad Kreuznach;LK;2,504;1,589;233;9.3;0;0;893;35.7;728;510;218;221;30.4
****00;Diebstahl insgesamt und zwar:;7134;Birkenfeld;LK;995;1,233;119;12;0;0;428;43;292;217;75;79;27.1
****00;Diebstahl insgesamt und zwar:;7135;Cochem-Zell;LK;556;902;70;12.6;0;0;157;28.2;147;110;37;30;20.4
****00;Diebstahl insgesamt und zwar:;7137;Mayen-Koblenz;LK;2,549;1,194;311;12.2;0;0;806;31.6;747;539;208;197;26.4
****00;Diebstahl insgesamt und zwar:;7138;Neuwied;LK;2,436;1,341;297;12.2;0;0;812;33.3;680;480;200;198;29.1
****00;Diebstahl insgesamt und zwar:;7140;Rhein-Hunsrück-Kreis;LK;1,043;1,013;139;13.3;0;0;274;26.3;272;200;72;75;27.6
****00;Diebstahl insgesamt und zwar:;7141;Rhein-Lahn-Kreis;LK;1,331;1,088;175;13.1;0;0;421;31.6;385;297;88;85;22.1
****00;Diebstahl insgesamt und zwar:;7143;Westerwaldkreis;LK;2,043;1,016;256;12.5;0;0;546;26.7;544;412;132;163;30
****00;Diebstahl insgesamt und zwar:;7211;Trier;KfS;3,310;3,009;242;7.3;0;0;1,395;42.1;1,111;774;337;530;47.7
****00;Diebstahl insgesamt und zwar:;7231;Bernkastel-Wittlich;LK;1,151;1,026;172;14.9;0;0;399;34.7;380;286;94;155;40.8
****00;Diebstahl insgesamt und zwar:;7232;Eifelkreis Bitburg-Prüm;LK;799;814;101;12.6;0;0;248;31;270;200;70;104;38.5
****00;Diebstahl insgesamt und zwar:;7233;Vulkaneifel;LK;552;909;90;16.3;0;0;170;30.8;182;139;43;31;17
****00;Diebstahl insgesamt und zwar:;7235;Trier-Saarburg;LK;1,434;965;182;12.7;0;0;498;34.7;463;360;103;198;42.8
****00;Diebstahl insgesamt und zwar:;7311;Frankenthal (Pfalz);KfS;1,042;2,152;95;9.1;0;0;302;29;294;205;89;125;42.5
****00;Diebstahl insgesamt und zwar:;7312;Kaiserslautern;KfS;3,713;3,725;329;8.9;0;0;1,335;36;1,081;697;384;334;30.9
****00;Diebstahl insgesamt und zwar:;7313;Landau in der Pfalz;KfS;1,319;2,849;149;11.3;0;0;451;34.2;379;263;116;133;35.1
****00;Diebstahl insgesamt und zwar:;7314;Ludwigshafen am Rhein;KfS;5,585;3,315;632;11.3;0;0;1,656;29.7;1,450;1,017;433;671;46.3
****00;Diebstahl insgesamt und zwar:;7315;Mainz;KfS;5,477;2,546;528;9.6;0;0;1,788;32.6;1,377;974;403;543;39.4
****00;Diebstahl insgesamt und zwar:;7316;Neustadt an der Weinstraße;KfS;1,177;2,206;194;16.5;0;0;404;34.3;302;220;82;113;37.4
****00;Diebstahl insgesamt und zwar:;7317;Pirmasens;KfS;893;2,198;91;10.2;0;0;435;48.7;333;226;107;104;31.2
****00;Diebstahl insgesamt und zwar:;7318;Speyer;KfS;1,747;3,430;208;11.9;0;0;658;37.7;455;325;130;203;44.6
****00;Diebstahl insgesamt und zwar:;7319;Worms;KfS;2,156;2,595;215;10;0;0;748;34.7;638;446;192;301;47.2
****00;Diebstahl insgesamt und zwar:;7320;Zweibrücken;KfS;688;2,008;81;11.8;0;0;329;47.8;273;204;69;140;51.3
****00;Diebstahl insgesamt und zwar:;7331;Alzey-Worms;LK;1,356;1,055;252;18.6;0;0;332;24.5;275;229;46;86;31.3
****00;Diebstahl insgesamt und zwar:;7332;Bad Dürkheim;LK;1,971;1,485;248;12.6;0;0;571;29;520;391;129;187;36
****00;Diebstahl insgesamt und zwar:;7333;Donnersbergkreis;LK;865;1,152;147;17;0;0;324;37.5;236;175;61;57;24.2
****00;Diebstahl insgesamt und zwar:;7334;Germersheim;LK;1,794;1,396;237;13.2;0;0;450;25.1;408;309;99;159;39
****00;Diebstahl insgesamt und zwar:;7335;Kaiserslautern;LK;1,262;1,195;177;14;0;0;374;29.6;354;263;91;125;35.3
****00;Diebstahl insgesamt und zwar:;7336;Kusel;LK;976;1,379;180;18.4;0;0;307;31.5;221;174;47;74;33.5
****00;Diebstahl insgesamt und zwar:;7337;Südliche Weinstraße;LK;1,195;1,080;177;14.8;0;0;292;24.4;281;194;87;97;34.5
****00;Diebstahl insgesamt und zwar:;7338;Rhein-Pfalz-Kreis;LK;2,006;1,306;268;13.4;0;0;447;22.3;429;336;93;190;44.3
****00;Diebstahl insgesamt und zwar:;7339;Mainz-Bingen;LK;2,788;1,329;333;11.9;0;0;914;32.8;760;554;206;283;37.2
****00;Diebstahl insgesamt und zwar:;7340;Südwestpfalz;LK;656;687;82;12.5;0;0;186;28.4;172;128;44;35;20.3
****00;Diebstahl insgesamt und zwar:;8111;Stuttgart;SK;15,072;2,382;1,476;9.8;0;0;5,783;38.4;4,576;3,080;1,496;2,336;51
****00;Diebstahl insgesamt und zwar:;8115;Böblingen;LK;4,373;1,123;455;10.4;0;0;1,561;35.7;1,376;999;377;655;47.6
****00;Diebstahl insgesamt und zwar:;8116;Esslingen;LK;6,541;1,228;772;11.8;0;0;2,065;31.6;1,762;1,298;464;845;48
****00;Diebstahl insgesamt und zwar:;8117;Göppingen;LK;2,929;1,143;275;9.4;0;0;1,110;37.9;899;595;304;384;42.7
****00;Diebstahl insgesamt und zwar:;8118;Ludwigsburg;LK;5,766;1,063;709;12.3;0;0;1,947;33.8;1,789;1,262;527;833;46.6
****00;Diebstahl insgesamt und zwar:;8119;Rems-Murr-Kreis;LK;4,862;1,144;620;12.8;0;0;1,489;30.6;1,280;903;377;552;43.1
****00;Diebstahl insgesamt und zwar:;8121;Heilbronn;SK;2,568;2,053;198;7.7;0;0;1,038;40.4;934;637;297;431;46.1
****00;Diebstahl insgesamt und zwar:;8125;Heilbronn;LK;3,091;907;378;12.2;0;0;1,055;34.1;925;699;226;443;47.9
****00;Diebstahl insgesamt und zwar:;8126;Hohenlohekreis;LK;1,154;1,036;122;10.6;0;0;358;31;366;273;93;132;36.1
****00;Diebstahl insgesamt und zwar:;8127;Schwäbisch Hall;LK;1,896;976;184;9.7;0;0;668;35.2;622;428;194;229;36.8
****00;Diebstahl insgesamt und zwar:;8128;Main-Tauber-Kreis;LK;1,327;1,004;180;13.6;0;0;509;38.4;430;312;118;165;38.4
****00;Diebstahl insgesamt und zwar:;8135;Heidenheim;LK;1,421;1,076;144;10.1;0;0;556;39.1;425;287;138;153;36
****00;Diebstahl insgesamt und zwar:;8136;Ostalbkreis;LK;3,213;1,028;349;10.9;0;0;1,177;36.6;962;649;313;362;37.6
****00;Diebstahl insgesamt und zwar:;8211;Baden-Baden;SK;1,323;2,418;109;8.2;0;0;382;28.9;319;221;98;148;46.4
****00;Diebstahl insgesamt und zwar:;8212;Karlsruhe;SK;9,185;2,945;722;7.9;0;0;2,885;31.4;2,444;1,660;784;1,312;53.7
****00;Diebstahl insgesamt und zwar:;8215;Karlsruhe;LK;4,999;1,129;552;11;0;0;1,329;26.6;1,123;820;303;497;44.3
****00;Diebstahl insgesamt und zwar:;8216;Rastatt;LK;3,278;1,424;359;11;0;0;1,006;30.7;837;596;241;351;41.9
****00;Diebstahl insgesamt und zwar:;8221;Heidelberg;SK;5,762;3,588;340;5.9;0;0;2,154;37.4;1,769;1,342;427;1,041;58.8
****00;Diebstahl insgesamt und zwar:;8222;Mannheim;SK;12,105;3,930;848;7;0;0;3,428;28.3;2,863;1,951;912;1,585;55.4
****00;Diebstahl insgesamt und zwar:;8225;Neckar-Odenwald-Kreis;LK;1,135;792;125;11;0;0;441;38.9;397;262;135;114;28.7
****00;Diebstahl insgesamt und zwar:;8226;Rhein-Neckar-Kreis;LK;7,172;1,312;693;9.7;0;0;1,866;26;1,690;1,248;442;713;42.2
****00;Diebstahl insgesamt und zwar:;8231;Pforzheim;SK;3,131;2,519;302;9.6;0;0;1,343;42.9;1,092;730;362;567;51.9
****00;Diebstahl insgesamt und zwar:;8235;Calw;LK;1,315;835;160;12.2;0;0;488;37.1;436;327;109;169;38.8
****00;Diebstahl insgesamt und zwar:;8236;Enzkreis;LK;1,371;691;190;13.9;0;0;327;23.9;320;229;91;150;46.9
****00;Diebstahl insgesamt und zwar:;8237;Freudenstadt;LK;1,105;941;146;13.2;0;0;435;39.4;405;316;89;160;39.5
****00;Diebstahl insgesamt und zwar:;8311;Freiburg im Breisgau;SK;8,417;3,665;720;8.6;0;0;2,760;32.8;2,013;1,363;650;851;42.3
****00;Diebstahl insgesamt und zwar:;8315;Breisgau-Hochschwarzwald;LK;3,565;1,359;489;13.7;0;0;860;24.1;754;593;161;305;40.5
****00;Diebstahl insgesamt und zwar:;8316;Emmendingen;LK;2,015;1,223;211;10.5;0;0;657;32.6;547;425;122;218;39.9
****00;Diebstahl insgesamt und zwar:;8317;Ortenaukreis;LK;8,529;2,002;774;9.1;0;0;2,952;34.6;2,505;1,612;893;1,352;54
****00;Diebstahl insgesamt und zwar:;8325;Rottweil;LK;1,012;729;104;10.3;0;0;378;37.4;365;274;91;136;37.3
****00;Diebstahl insgesamt und zwar:;8326;Schwarzwald-Baar-Kreis;LK;2,537;1,201;219;8.6;0;0;994;39.2;900;648;252;405;45
****00;Diebstahl insgesamt und zwar:;8327;Tuttlingen;LK;1,695;1,216;142;8.4;0;0;714;42.1;627;460;167;238;38
****00;Diebstahl insgesamt und zwar:;8335;Konstanz;LK;5,085;1,790;324;6.4;0;0;1,907;37.5;1,622;1,069;553;753;46.4
****00;Diebstahl insgesamt und zwar:;8336;Lörrach;LK;4,473;1,959;414;9.3;0;0;1,954;43.7;1,366;959;407;726;53.1
****00;Diebstahl insgesamt und zwar:;8337;Waldshut;LK;1,668;980;156;9.4;0;0;630;37.8;603;423;180;274;45.4
****00;Diebstahl insgesamt und zwar:;8415;Reutlingen;LK;4,084;1,429;388;9.5;0;0;1,598;39.1;1,315;975;340;640;48.7
****00;Diebstahl insgesamt und zwar:;8416;Tübingen;LK;2,858;1,266;263;9.2;0;0;962;33.7;810;575;235;306;37.8
****00;Diebstahl insgesamt und zwar:;8417;Zollernalbkreis;LK;1,843;979;189;10.3;0;0;800;43.4;685;486;199;283;41.3
****00;Diebstahl insgesamt und zwar:;8421;Ulm;SK;3,107;2,474;217;7;0;0;1,129;36.3;933;613;320;445;47.7
****00;Diebstahl insgesamt und zwar:;8425;Alb-Donau-Kreis;LK;1,659;852;214;12.9;0;0;477;28.8;449;338;111;173;38.5
****00;Diebstahl insgesamt und zwar:;8426;Biberach;LK;1,940;978;181;9.3;0;0;745;38.4;520;371;149;195;37.5
****00;Diebstahl insgesamt und zwar:;8435;Bodenseekreis;LK;2,628;1,224;210;8;0;0;905;34.4;783;529;254;315;40.2
****00;Diebstahl insgesamt und zwar:;8436;Ravensburg;LK;3,746;1,322;282;7.5;0;0;1,384;36.9;1,020;735;285;352;34.5
****00;Diebstahl insgesamt und zwar:;8437;Sigmaringen;LK;1,566;1,203;137;8.7;0;0;598;38.2;516;425;91;233;45.2
****00;Diebstahl insgesamt und zwar:;9161;Ingolstadt;KfS;3,246;2,400;375;11.6;0;0;1,271;39.2;1,015;671;344;497;49
****00;Diebstahl insgesamt und zwar:;9162;München;KfS;29,469;2,024;2,329;7.9;0;0;10,108;34.3;7,744;5,197;2,547;4,253;54.9
****00;Diebstahl insgesamt und zwar:;9163;Rosenheim;KfS;1,331;2,110;88;6.6;0;0;523;39.3;458;327;131;205;44.8
****00;Diebstahl insgesamt und zwar:;9171;Altötting;LK;1,080;979;83;7.7;0;0;378;35;321;231;90;136;42.4
****00;Diebstahl insgesamt und zwar:;9172;Berchtesgadener Land;LK;1,035;985;56;5.4;0;0;349;33.7;305;205;100;154;50.5
****00;Diebstahl insgesamt und zwar:;9173;Bad Tölz-Wolfratshausen;LK;958;757;65;6.8;0;0;344;35.9;307;201;106;124;40.4
****00;Diebstahl insgesamt und zwar:;9174;Dachau;LK;1,103;722;92;8.3;0;0;329;29.8;305;242;63;148;48.5
****00;Diebstahl insgesamt und zwar:;9175;Ebersberg;LK;1,207;857;92;7.6;0;0;380;31.5;345;242;103;150;43.5
****00;Diebstahl insgesamt und zwar:;9176;Eichstätt;LK;767;583;75;9.8;0;0;253;33;238;185;53;101;42.4
****00;Diebstahl insgesamt und zwar:;9177;Erding;LK;1,405;1,026;98;7;0;0;443;31.5;389;280;109;210;54
****00;Diebstahl insgesamt und zwar:;9178;Freising;LK;1,815;1,020;146;8;0;0;531;29.3;485;363;122;214;44.1
****00;Diebstahl insgesamt und zwar:;9179;Fürstenfeldbruck;LK;2,092;960;151;7.2;0;0;579;27.7;598;425;173;286;47.8
****00;Diebstahl insgesamt und zwar:;9180;Garmisch-Partenkirchen;LK;1,001;1,135;86;8.6;0;0;426;42.6;295;204;91;100;33.9
****00;Diebstahl insgesamt und zwar:;9181;Landsberg am Lech;LK;962;807;80;8.3;0;0;282;29.3;234;176;58;88;37.6
****00;Diebstahl insgesamt und zwar:;9182;Miesbach;LK;722;728;54;7.5;0;0;222;30.7;199;138;61;79;39.7
****00;Diebstahl insgesamt und zwar:;9183;Mühldorf a.Inn;LK;973;850;92;9.5;0;0;268;27.5;255;181;74;116;45.5
****00;Diebstahl insgesamt und zwar:;9184;München;LK;3,698;1,067;361;9.8;0;0;996;26.9;869;639;230;406;46.7
****00;Diebstahl insgesamt und zwar:;9185;Neuburg-Schrobenhausen;LK;791;823;93;11.8;0;0;301;38.1;272;192;80;113;41.5
****00;Diebstahl insgesamt und zwar:;9186;Pfaffenhofen a.d.Ilm;LK;989;783;103;10.4;0;0;309;31.2;278;209;69;122;43.9
****00;Diebstahl insgesamt und zwar:;9187;Rosenheim;LK;1,776;685;188;10.6;0;0;547;30.8;466;351;115;189;40.6
****00;Diebstahl insgesamt und zwar:;9188;Starnberg;LK;1,187;876;104;8.8;0;0;306;25.8;290;193;97;118;40.7
****00;Diebstahl insgesamt und zwar:;9189;Traunstein;LK;1,292;733;90;7;0;0;471;36.5;386;288;98;143;37
****00;Diebstahl insgesamt und zwar:;9190;Weilheim-Schongau;LK;1,014;755;80;7.9;0;0;353;34.8;335;238;97;100;29.9
****00;Diebstahl insgesamt und zwar:;9261;Landshut;KfS;1,448;2,034;140;9.7;0;0;501;34.6;448;311;137;169;37.7
****00;Diebstahl insgesamt und zwar:;9262;Passau;KfS;961;1,856;74;7.7;0;0;341;35.5;316;214;102;149;47.2
****00;Diebstahl insgesamt und zwar:;9263;Straubing;KfS;1,376;2,892;107;7.8;0;0;552;40.1;325;245;80;93;28.6
****00;Diebstahl insgesamt und zwar:;9271;Deggendorf;LK;1,272;1,071;113;8.9;0;0;558;43.9;501;347;154;220;43.9
****00;Diebstahl insgesamt und zwar:;9272;Freyung-Grafenau;LK;343;438;27;7.9;0;0;170;49.6;146;108;38;42;28.8
****00;Diebstahl insgesamt und zwar:;9273;Kelheim;LK;928;766;143;15.4;0;0;300;32.3;299;227;72;135;45.2
****00;Diebstahl insgesamt und zwar:;9274;Landshut;LK;878;558;133;15.1;0;0;215;24.5;204;162;42;98;48
****00;Diebstahl insgesamt und zwar:;9275;Passau;LK;1,152;605;115;10;0;0;381;33.1;389;271;118;125;32.1
****00;Diebstahl insgesamt und zwar:;9276;Regen;LK;380;490;26;6.8;0;0;129;33.9;106;80;26;31;29.2
****00;Diebstahl insgesamt und zwar:;9277;Rottal-Inn;LK;872;724;86;9.9;0;0;303;34.7;269;199;70;97;36.1
****00;Diebstahl insgesamt und zwar:;9278;Straubing-Bogen;LK;608;609;69;11.3;0;0;258;42.4;158;129;29;67;42.4
****00;Diebstahl insgesamt und zwar:;9279;Dingolfing-Landau;LK;856;893;58;6.8;0;0;330;38.6;238;189;49;112;47.1
****00;Diebstahl insgesamt und zwar:;9361;Amberg;KfS;671;1,588;52;7.7;0;0;275;41;262;178;84;74;28.2
****00;Diebstahl insgesamt und zwar:;9362;Regensburg;KfS;5,158;3,418;338;6.6;0;0;2,299;44.6;1,662;1,071;591;823;49.5
****00;Diebstahl insgesamt und zwar:;9363;Weiden i.d.OPf.;KfS;853;2,005;71;8.3;0;0;317;37.2;286;191;95;80;28
****00;Diebstahl insgesamt und zwar:;9371;Amberg-Sulzbach;LK;572;556;73;12.8;0;0;225;39.3;183;147;36;52;28.4
****00;Diebstahl insgesamt und zwar:;9372;Cham;LK;791;621;85;10.7;0;0;311;39.3;217;160;57;81;37.3
****00;Diebstahl insgesamt und zwar:;9373;Neumarkt i.d.OPf.;LK;1,166;879;142;12.2;0;0;576;49.4;398;301;97;133;33.4
****00;Diebstahl insgesamt und zwar:;9374;Neustadt a.d.Waldnaab;LK;645;683;91;14.1;0;0;184;28.5;164;122;42;55;33.5
****00;Diebstahl insgesamt und zwar:;9375;Regensburg;LK;1,185;617;78;6.6;0;0;430;36.3;385;258;127;175;45.5
****00;Diebstahl insgesamt und zwar:;9376;Schwandorf;LK;1,477;1,008;157;10.6;0;0;559;37.8;481;346;135;196;40.7
****00;Diebstahl insgesamt und zwar:;9377;Tirschenreuth;LK;572;786;69;12.1;0;0;238;41.6;199;146;53;80;40.2
****00;Diebstahl insgesamt und zwar:;9461;Bamberg;KfS;2,333;3,023;118;5.1;0;0;1,148;49.2;891;710;181;536;60.2
****00;Diebstahl insgesamt und zwar:;9462;Bayreuth;KfS;1,580;2,135;176;11.1;0;0;600;38;465;339;126;171;36.8
****00;Diebstahl insgesamt und zwar:;9463;Coburg;KfS;757;1,836;45;5.9;0;0;353;46.6;320;197;123;102;31.9
****00;Diebstahl insgesamt und zwar:;9464;Hof;KfS;922;2,007;79;8.6;0;0;419;45.4;359;239;120;148;41.2
****00;Diebstahl insgesamt und zwar:;9471;Bamberg;LK;894;610;97;10.9;0;0;336;37.6;362;294;68;159;43.9
****00;Diebstahl insgesamt und zwar:;9472;Bayreuth;LK;499;481;61;12.2;0;0;207;41.5;180;139;41;81;45
****00;Diebstahl insgesamt und zwar:;9473;Coburg;LK;575;662;59;10.3;0;0;272;47.3;285;204;81;69;24.2
****00;Diebstahl insgesamt und zwar:;9474;Forchheim;LK;810;700;58;7.2;0;0;364;44.9;353;264;89;135;38.2
****00;Diebstahl insgesamt und zwar:;9475;Hof;LK;656;685;87;13.3;0;0;235;35.8;231;177;54;86;37.2
****00;Diebstahl insgesamt und zwar:;9476;Kronach;LK;422;625;40;9.5;0;0;183;43.4;201;146;55;50;24.9
****00;Diebstahl insgesamt und zwar:;9477;Kulmbach;LK;518;719;45;8.7;0;0;261;50.4;235;181;54;72;30.6
****00;Diebstahl insgesamt und zwar:;9478;Lichtenfels;LK;659;987;43;6.5;0;0;334;50.7;275;185;90;84;30.5
****00;Diebstahl insgesamt und zwar:;9479;Wunsiedel i.Fichtelgebirge;LK;776;1,056;91;11.7;0;0;271;34.9;257;182;75;108;42
****00;Diebstahl insgesamt und zwar:;9561;Ansbach;KfS;800;1,921;59;7.4;0;0;349;43.6;274;179;95;111;40.5
****00;Diebstahl insgesamt und zwar:;9562;Erlangen;KfS;2,296;2,069;280;12.2;0;0;953;41.5;710;524;186;345;48.6
****00;Diebstahl insgesamt und zwar:;9563;Fürth;KfS;1,656;1,309;176;10.6;0;0;685;41.4;645;443;202;301;46.7
****00;Diebstahl insgesamt und zwar:;9564;Nürnberg;KfS;14,669;2,847;1,315;9;0;0;6,572;44.8;4,938;3,505;1,433;2,678;54.2
****00;Diebstahl insgesamt und zwar:;9565;Schwabach;KfS;439;1,076;42;9.6;0;0;143;32.6;141;94;47;58;41.1
****00;Diebstahl insgesamt und zwar:;9571;Ansbach;LK;1,250;682;93;7.4;0;0;510;40.8;456;336;120;166;36.4
****00;Diebstahl insgesamt und zwar:;9572;Erlangen-Höchstadt;LK;1,003;741;147;14.7;0;0;443;44.2;382;299;83;179;46.9
****00;Diebstahl insgesamt und zwar:;9573;Fürth;LK;679;584;56;8.2;0;0;262;38.6;273;183;90;121;44.3
****00;Diebstahl insgesamt und zwar:;9574;Nürnberger Land;LK;1,226;722;132;10.8;0;0;398;32.5;377;294;83;133;35.3
****00;Diebstahl insgesamt und zwar:;9575;Neustadt a.d.Aisch-Bad Windsheim;LK;697;700;64;9.2;0;0;277;39.7;251;195;56;94;37.5
****00;Diebstahl insgesamt und zwar:;9576;Roth;LK;890;706;92;10.3;0;0;287;32.2;269;208;61;105;39
****00;Diebstahl insgesamt und zwar:;9577;Weißenburg-Gunzenhausen;LK;736;781;51;6.9;0;0;329;44.7;297;226;71;110;37
****00;Diebstahl insgesamt und zwar:;9661;Aschaffenburg;KfS;1,428;2,042;95;6.7;0;0;702;49.2;599;381;218;224;37.4
****00;Diebstahl insgesamt und zwar:;9662;Schweinfurt;KfS;1,630;3,050;121;7.4;0;0;881;54;787;563;224;390;49.6
****00;Diebstahl insgesamt und zwar:;9663;Würzburg;KfS;2,682;2,118;173;6.5;0;0;1,275;47.5;935;635;300;280;29.9
****00;Diebstahl insgesamt und zwar:;9671;Aschaffenburg;LK;1,134;652;101;8.9;0;0;432;38.1;321;253;68;140;43.6
****00;Diebstahl insgesamt und zwar:;9672;Bad Kissingen;LK;835;809;84;10.1;0;0;326;39;276;193;83;57;20.7
****00;Diebstahl insgesamt und zwar:;9673;Rhön-Grabfeld;LK;642;805;50;7.8;0;0;316;49.2;272;206;66;61;22.4
****00;Diebstahl insgesamt und zwar:;9674;Haßberge;LK;494;585;28;5.7;0;0;208;42.1;192;138;54;44;22.9
****00;Diebstahl insgesamt und zwar:;9675;Kitzingen;LK;752;832;87;11.6;0;0;286;38;292;215;77;118;40.4
****00;Diebstahl insgesamt und zwar:;9676;Miltenberg;LK;965;751;98;10.2;0;0;465;48.2;351;266;85;119;33.9
****00;Diebstahl insgesamt und zwar:;9677;Main-Spessart;LK;802;634;47;5.9;0;0;351;43.8;296;221;75;98;33.1
****00;Diebstahl insgesamt und zwar:;9678;Schweinfurt;LK;559;486;50;8.9;0;0;196;35.1;168;131;37;55;32.7
****00;Diebstahl insgesamt und zwar:;9679;Würzburg;LK;812;503;101;12.4;0;0;300;36.9;264;202;62;87;33
****00;Diebstahl insgesamt und zwar:;9761;Augsburg;KfS;5,493;1,876;489;8.9;0;0;2,122;38.6;1,822;1,265;557;783;43
****00;Diebstahl insgesamt und zwar:;9762;Kaufbeuren;KfS;774;1,780;63;8.1;0;0;377;48.7;251;167;84;66;26.3
****00;Diebstahl insgesamt und zwar:;9763;Kempten (Allgäu);KfS;1,007;1,474;61;6.1;0;0;475;47.2;446;311;135;153;34.3
****00;Diebstahl insgesamt und zwar:;9764;Memmingen;KfS;803;1,847;57;7.1;0;0;294;36.6;266;189;77;101;38
****00;Diebstahl insgesamt und zwar:;9771;Aichach-Friedberg;LK;960;724;100;10.4;0;0;275;28.6;285;197;88;109;38.2
****00;Diebstahl insgesamt und zwar:;9772;Augsburg;LK;2,070;829;173;8.4;0;0;637;30.8;684;494;190;247;36.1
